seqname	start	end	CD4
chr12	9905236	9906673	0
chr12	9905569	9905916	0
chr12	9909996	9910226	0
chr12	40396402	40396582	0
chr12	40413186	40413341	0
chr12	40425534	40425641	0
chr12	40481362	40481525	0
chr12	40495240	40495318	0
chr12	40499562	40499742	1
chr12	40500100	40500393	0
chr12	40500976	40501202	1
chr12	40501742	40501937	0
chr12	40531562	40532062	0
chr12	40542262	40543082	0
chr12	40551422	40551882	0
chr12	40551642	40552522	0
chr12	40558485	40560582	0
chr12	40564282	40564522	0
chr12	40571742	40571982	0
chr12	40585922	40586182	0
chr12	40591521	40591724	0
chr12	40592520	40592690	0
chr12	40605102	40605275	0
chr12	40617882	40618122	0
chr12	40617999	40618342	0
chr12	40618637	40618862	1
chr12	40621062	40621362	0
chr12	40634662	40634922	0
chr12	40645722	40645854	0
chr12	40647842	40648022	0
chr12	40662652	40662802	0
chr12	40711442	40711702	0
chr12	40727022	40727362	0
chr12	48195683	48196023	0
chr12	48208340	48208735	0
chr12	56368604	56368884	0
chr12	56375750	56375939	0
chr12	56381891	56382144	0
chr12	56390044	56390424	0
chr12	56390484	56390704	0
chr12	56390567	56390744	0
chr12	56390604	56391364	0
chr12	56403560	56403656	0
chr12	56416844	56417044	0
chr12	56422575	56422719	0
chr12	56435044	56435584	0
chr12	56435504	56435744	1
chr12	56474296	56474544	0
chr12	56474424	56474724	0
chr12	56480444	56480645	0
chr12	56629991	56630128	0
chr12	56636864	56637464	0
chr12	56637904	56638204	0
chr12	56640224	56640384	0
chr12	56644104	56644284	0
chr12	56647804	56648001	0
chr12	56657744	56658004	0
chr12	56660784	56661044	1
chr12	56676755	56676884	0
chr12	56679884	56680104	0
chr12	56680484	56680580	0
chr12	56680564	56680636	0
chr12	56682344	56682564	0
chr12	56691724	56691924	0
chr12	56693424	56693664	0
chr12	56694124	56694356	1
chr12	56694664	56694911	0
chr12	56695384	56695555	0
chr12	56695445	56695757	0
chr12	56695964	56696196	0
chr12	56696504	56696704	0
chr12	56698104	56698404	0
chr12	56698960	56699054	0
chr12	56701964	56702112	0
chr12	56717684	56717824	0
chr12	56723684	56723884	0
chr12	56724904	56725264	0
chr12	56726404	56726704	0
chr12	56728064	56728224	0
chr12	56729464	56729864	0
chr12	56733164	56733864	0
chr12	56739821	56740024	0
chr12	56739944	56740104	0
chr12	56740588	56740764	1
chr12	56741151	56741304	0
chr12	56752725	56752944	1
chr12	56752799	56753024	0
chr12	58106563	58106843	0
chr12	58117138	58117562	0
chr12	68486434	68486738	0
chr12	68490720	68490960	0
chr12	68492840	68493020	0
chr12	68500000	68500203	0
chr12	68500520	68500760	0
chr12	68502899	68503062	0
chr12	68503693	68503940	0
chr12	68507131	68507290	0
chr12	94661036	94661516	0
chr12	94661359	94661537	0
chr12	111884524	111885079	0
chr12	111907284	111907476	0
chr12	111910104	111910304	0
chr12	112083144	112083295	0
chr12	123460607	123460892	0
chr12	123460787	123460954	0
chr12	123470367	123470647	0
chr12	123471019	123471147	0
chr12	123477107	123477447	0
chr12	123485080	123485267	0
chr12	123485168	123485438	0
chr12	123518644	123519007	0
chr12	123521867	123522607	0
chr12	123550579	123550847	0
chr12	123560175	123560366	1
chr12	123590052	123590301	0
chr12	123593267	123593487	0
chr12	123618347	123618607	0
chr12	123618829	123619207	0
chr12	123626807	123627027	0
chr12	123643387	123643847	0
chr12	123644643	123644827	0
chr12	123699487	123699587	0
chr12	123704427	123704587	0
chr13	40334757	40334917	0
chr13	40341517	40342098	0
chr13	40342390	40342617	0
chr13	40342517	40342774	0
chr13	40350757	40350941	1
chr13	40350866	40351057	0
chr13	40351037	40351151	0
chr13	40351217	40351497	0
chr13	40354117	40354297	0
chr13	40362097	40362317	0
chr13	40368017	40368257	0
chr13	41012217	41012677	0
chr13	41012509	41012717	1
chr13	41013877	41014257	0
chr13	41015515	41015717	0
chr13	41031377	41031637	0
chr13	42839616	42839828	0
chr13	42841153	42841370	0
chr13	42846381	42846693	1
chr13	42852862	42853025	0
chr13	42866116	42866336	0
chr13	42872636	42872856	0
chr13	42879930	42880236	0
chr13	42893956	42894116	0
chr13	42898234	42898395	0
chr13	42900316	42900712	0
chr13	42910290	42910496	0
chr13	42915510	42915693	0
chr13	42920771	42921056	0
chr13	42938176	42938376	0
chr13	42938295	42938608	0
chr13	44457857	44458056	0
chr13	45321616	45321816	0
chr13	45321996	45322236	0
chr13	50811116	50811356	1
chr13	50824636	50824836	1
chr13	50945436	50945643	0
chr13	50959914	50960356	0
chr13	50961556	50961776	0
chr13	50963246	50963516	0
chr13	50974236	50974556	0
chr13	50974855	50975093	0
chr13	50975676	50976174	0
chr13	50987016	50987316	0
chr13	50996517	50996662	0
chr13	51001178	51001351	0
chr13	51002236	51002456	0
chr13	51002396	51002556	0
chr13	51018976	51019156	0
chr13	51022796	51023116	0
chr13	51025276	51025476	0
chr13	51033120	51033267	0
chr13	51033296	51033476	0
chr13	51038757	51039016	0
chr13	51042790	51043296	0
chr13	51043096	51043276	0
chr13	51043758	51043858	0
chr13	51048314	51048516	0
chr13	51050796	51051016	0
chr13	51051163	51051336	0
chr13	51052296	51052476	0
chr13	51052396	51052636	0
chr13	51055017	51055296	0
chr13	51055316	51056036	0
chr13	51057156	51058096	0
chr13	99804974	99805214	0
chr13	99809408	99809624	0
chr13	99829254	99829463	0
chr13	99832794	99833060	0
chr13	99851694	99851896	0
chr13	99907169	99907354	0
chr13	99916409	99916574	1
chr13	99942014	99942234	1
chr13	99944094	99944220	0
chr13	99948674	99948874	0
chr13	99952154	99952394	0
chr13	99956554	99956774	0
chr13	99974804	99974994	0
chr13	99974905	99975014	1
chr13	99985534	99985974	0
chr13	99988374	99988554	0
chr13	99992114	99992294	1
chr13	99998994	99999194	0
chr13	99999154	99999454	0
chr13	100004974	100005194	0
chr13	100005141	100005494	1
chr13	100013974	100014154	0
chr13	100026934	100027254	0
chr13	100035094	100035394	1
chr13	100036374	100036574	1
chr13	100036773	100036974	1
chr13	100040434	100040659	0
chr13	100040554	100040694	0
chr13	100047394	100047534	0
chr13	100079719	100079914	0
chr13	100086094	100086354	0
chr14	35839010	35839280	0
chr14	35839186	35839408	0
chr14	52294818	52295378	0
chr14	52295238	52295418	1
chr14	52306079	52306222	0
chr14	69250701	69250957	0
chr14	69253257	69253627	1
chr14	69253557	69253877	1
chr14	69253941	69254298	1
chr14	69254457	69254717	0
chr14	69254577	69254857	0
chr14	69260457	69260717	0
chr14	69265479	69265897	0
chr14	69271777	69272100	0
chr14	69274437	69274612	0
chr14	69274457	69275137	0
chr14	69279897	69280217	0
chr14	69281624	69281891	0
chr14	69281726	69282026	1
chr14	69282176	69282397	0
chr14	69282597	69282890	0
chr14	69282870	69283057	0
chr14	75705523	75705749	0
chr14	75705863	75706064	0
chr14	75706353	75706516	0
chr14	75723483	75723723	0
chr14	75724103	75724372	0
chr14	75724131	75724658	0
chr14	75730183	75730463	0
chr14	75741603	75741804	1
chr14	75745942	75746148	0
chr14	75746843	75747174	0
chr14	75959203	75959350	0
chr14	75959304	75959452	0
chr14	75967503	75967650	0
chr14	75973916	75974013	0
chr14	76006423	76006683	0
chr14	76006554	76006755	1
chr14	76017043	76017563	0
chr14	88432288	88432579	0
chr14	88452885	88453026	0
chr14	88456364	88456564	0
chr14	88456504	88456704	0
chr14	88464858	88464976	0
chr14	88470304	88470427	0
chr14	88470947	88471164	0
chr14	88472698	88472897	1
chr14	98485057	98485277	1
chr14	98489284	98489497	0
chr14	98490557	98490897	0
chr14	98494573	98494817	0
chr14	98498877	98499097	0
chr14	101305997	101306497	0
chr14	101306041	101306226	0
chr14	101306597	101306997	0
chr14	101307397	101307877	0
chr14	103230557	103230917	0
chr14	103234708	103234897	1
chr14	103236981	103237337	0
chr14	103239617	103239777	0
chr14	103246377	103246557	0
chr14	103247399	103247759	0
chr14	103255797	103255997	1
chr14	103256877	103256957	0
chr14	103260157	103260617	0
chr14	103261717	103262106	0
chr14	103262785	103263067	0
chr14	103263597	103263837	0
chr14	103265357	103265549	0
chr14	103265816	103265982	0
chr14	103271857	103272175	0
chr14	103272049	103272257	1
chr14	103273437	103273657	0
chr14	103274417	103274592	0
chr14	103276837	103277037	0
chr14	103277757	103278017	0
chr15	38828012	38828161	0
chr15	38843998	38844192	1
chr15	38846244	38846631	0
chr15	38846641	38846841	1
chr15	38847741	38847881	0
chr15	38850181	38850441	1
chr15	38856921	38857111	1
chr15	38869501	38869701	0
chr15	67441623	67441758	0
chr15	67442458	67442683	1
chr15	67449718	67450458	0
chr15	67450198	67450436	0
chr15	67464178	67464898	0
chr15	67466258	67466634	0
chr15	67466598	67466838	0
chr15	69984259	69984484	0
chr15	69984421	69984699	0
chr15	69985479	69985679	0
chr15	69990785	69990966	0
chr15	70006759	70006999	0
chr15	79161862	79162242	0
chr15	79163782	79163982	0
chr15	79166696	79166883	1
chr15	79171488	79171642	0
chr15	79195082	79195134	0
chr15	79201982	79202262	0
chr15	79237288	79237582	1
chr15	79238817	79238962	0
chr15	79241764	79242142	0
chr15	79241962	79242162	0
chr15	79247322	79247562	0
chr15	79247762	79247941	0
chr15	90883688	90883860	0
chr15	90887275	90887652	0
chr15	90887483	90887652	0
chr15	90889172	90889364	1
chr15	90914932	90915132	0
chr15	90915412	90915692	0
chr15	90915652	90915892	0
chr15	90919232	90919392	0
chr15	90921892	90922052	0
chr15	90923932	90924132	0
chr15	90929532	90929752	0
chr15	90931172	90931412	1
chr15	90931412	90931600	0
chr15	90932752	90932972	0
chr15	90933132	90933252	0
chr15	90936149	90936372	0
chr15	90936392	90936552	0
chr15	90936963	90937141	0
chr15	90937332	90937652	0
chr15	90938012	90938192	0
chr15	90939952	90940132	0
chr15	90950692	90950847	0
chr15	90952912	90953088	0
chr15	90962354	90962832	0
chr15	90962546	90962729	0
chr15	90989018	90989133	0
chr15	90994393	90994612	0
chr15	90994472	90994772	0
chr15	90999552	90999847	0
chr15	91036984	91037172	0
chr15	91040692	91040912	0
chr15	91045283	91045490	0
chr15	91047412	91047612	0
chr15	91054478	91054621	0
chr15	91054552	91054719	0
chr15	91059752	91059912	0
chr15	91072788	91072992	0
chr15	91072992	91073232	1
chr15	91075022	91075137	0
chr15	91079486	91079692	0
chr15	91080212	91080576	0
chr15	91080512	91080692	0
chr15	91083052	91083352	1
chr16	1067168	1067331	0
chr16	1074280	1074480	0
chr16	11094957	11095137	0
chr16	11099555	11099757	0
chr16	11102977	11103197	0
chr16	11103131	11103276	0
chr16	11114358	11114537	0
chr16	11114474	11114545	0
chr16	11114738	11114977	0
chr16	11118289	11118537	0
chr16	11119617	11119797	0
chr16	11126638	11126737	0
chr16	11142657	11142838	0
chr16	11150000	11150257	0
chr16	11155831	11155992	0
chr16	11159896	11159977	0
chr16	11164837	11165057	0
chr16	11166622	11166719	0
chr16	11167298	11167577	0
chr16	11167567	11167685	0
chr16	11171579	11171708	0
chr16	11171997	11172217	0
chr16	11174197	11174457	0
chr16	11174537	11174697	0
chr16	11179872	11180057	0
chr16	11181697	11181886	0
chr16	11181717	11182257	0
chr16	11182010	11182177	0
chr16	11183537	11183760	0
chr16	11187657	11187957	0
chr16	11188766	11188957	1
chr16	11188797	11189157	0
chr16	11191357	11191557	0
chr16	11192940	11193146	0
chr16	11193763	11193941	0
chr16	11196037	11196257	0
chr16	11197313	11197493	0
chr16	11199377	11199597	1
chr16	11199597	11199817	0
chr16	11200997	11201217	0
chr16	11203541	11203766	0
chr16	11207623	11207797	0
chr16	11207817	11208059	0
chr16	11211537	11211777	0
chr16	11212465	11212637	0
chr16	11215937	11216197	0
chr16	11221197	11221437	0
chr16	11223457	11223617	0
chr16	11228224	11228401	0
chr16	11234817	11235177	0
chr16	11245350	11245437	0
chr16	11245457	11245637	0
chr16	11249137	11249357	0
chr16	11249237	11249597	0
chr16	11250343	11250548	0
chr16	11252437	11252597	0
chr16	11253337	11253557	0
chr16	11255677	11256097	0
chr16	11283157	11283440	0
chr16	11286177	11286377	0
chr16	11289957	11290117	0
chr16	11290397	11290557	0
chr16	11299877	11300117	0
chr16	11300197	11300877	0
chr16	11300717	11300897	1
chr16	11342872	11343157	0
chr16	11343057	11343477	0
chr16	11343492	11343739	0
chr16	11344682	11344932	0
chr16	11345497	11345974	0
chr16	11345629	11345845	0
chr16	11349317	11349737	0
chr16	11349571	11349817	1
chr16	11350757	11350957	0
chr16	11350909	11351177	0
chr16	11353998	11354152	0
chr16	11354357	11354628	0
chr16	11359497	11359699	0
chr16	11361157	11361417	0
chr16	11377557	11377770	0
chr16	11380580	11380759	0
chr16	11380917	11381097	0
chr16	11384137	11384877	0
chr16	11384717	11384877	0
chr16	11384944	11385177	0
chr16	11389913	11390317	0
chr16	11390053	11390617	0
chr16	11391496	11391737	1
chr16	11400659	11400777	0
chr16	11401470	11401517	0
chr16	11402692	11402937	0
chr16	11402797	11403017	0
chr16	11403774	11403957	0
chr16	11403817	11404157	0
chr16	11404517	11404937	0
chr16	11406467	11406531	0
chr16	11406697	11406988	0
chr16	11407149	11407357	0
chr16	11407610	11407790	0
chr16	11409432	11409680	0
chr16	11435957	11436137	0
chr16	11442696	11443037	0
chr16	11443220	11443517	0
chr16	11444437	11444642	0
chr16	11444977	11445157	0
chr16	11446057	11446237	0
chr16	11446377	11446500	0
chr16	11697844	11698002	0
chr16	11701036	11701216	0
chr16	11704016	11704293	0
chr16	11704096	11704846	0
chr16	11704562	11704752	0
chr16	11716029	11716255	0
chr16	11716036	11716476	0
chr16	11798639	11798773	0
chr16	11809876	11810376	0
chr16	11810296	11810473	0
chr16	11812094	11812330	0
chr16	11819456	11819647	0
chr16	11825716	11826116	0
chr16	11826716	11826916	0
chr16	11830796	11831256	0
chr16	28505481	28505981	0
chr16	28505486	28505721	1
chr16	28506421	28506453	0
chr16	28832325	28832581	1
chr16	28832972	28833121	1
chr16	28833261	28833641	0
chr16	28834228	28834441	1
chr16	28835261	28835721	0
chr16	28835561	28835781	1
chr16	28839725	28839823	1
chr16	28840302	28840532	1
chr16	28842522	28842621	0
chr16	28845161	28845381	0
chr16	28846721	28846916	0
chr16	28851337	28851506	0
chr16	28853841	28854021	0
chr16	28857639	28857957	1
chr16	28859661	28859821	0
chr16	28862715	28862901	0
chr16	28868901	28869034	0
chr16	28873368	28873464	0
chr16	28874981	28875213	1
chr16	28889021	28889561	0
chr16	28889641	28889901	0
chr16	28889847	28890141	0
chr16	28890041	28890268	0
chr16	28891421	28891901	0
chr16	28893104	28893269	0
chr16	28894961	28895201	0
chr16	28898658	28898830	0
chr16	28904721	28904901	0
chr16	28913441	28913861	0
chr16	28913661	28914161	0
chr16	28920221	28920341	0
chr16	30102981	30103221	0
chr16	30158141	30158561	0
chr16	30158744	30158941	0
chr16	30165314	30165515	0
chr16	30174761	30174981	0
chr16	30178461	30178661	0
chr16	30182401	30182601	0
chr16	30194781	30194973	1
chr16	30198112	30198421	0
chr16	30482376	30482633	1
chr16	30914405	30914664	1
chr16	30931961	30932261	0
chr16	30933801	30934201	1
chr16	30937361	30937961	0
chr16	30938461	30939041	0
chr16	30940261	30940797	0
chr16	30953041	30953247	0
chr16	30967221	30967321	0
chr16	30968421	30968627	1
chr16	30969481	30969721	1
chr16	30970701	30970921	0
chr16	30971701	30971876	0
chr16	30985781	30986001	0
chr16	30995481	30995686	0
chr16	30998957	30999175	0
chr16	30999221	30999481	0
chr16	31000481	31000781	0
chr16	31000761	31000841	0
chr16	31002441	31002721	0
chr16	31004675	31004821	0
chr16	31006195	31006401	0
chr16	31016938	31017101	0
chr16	31017201	31017621	0
chr16	31017381	31017624	0
chr16	31035061	31035261	0
chr16	31044261	31044901	0
chr16	31044641	31044881	1
chr16	31057741	31058001	0
chr16	31077196	31077341	1
chr16	31077210	31077701	0
chr16	31083114	31083341	0
chr16	31083261	31083447	0
chr16	31090347	31090621	0
chr16	31093860	31094024	0
chr16	31094966	31095227	0
chr16	31095179	31095532	0
chr16	31096073	31096386	0
chr16	31096806	31097021	0
chr16	31099752	31100301	0
chr16	31102281	31102381	0
chr16	75240758	75240978	0
chr16	75242825	75243072	0
chr16	75243058	75243282	0
chr16	75246618	75246898	0
chr16	75247212	75247458	0
chr16	75249926	75250158	0
chr16	75250638	75250858	0
chr16	75251218	75251558	0
chr16	75251458	75251689	0
chr16	75252198	75252578	0
chr16	75252229	75252438	0
chr16	75252665	75252878	0
chr16	75286358	75286798	0
chr16	79110456	79110625	0
chr16	79111125	79111337	0
chr16	79350057	79350389	0
chr16	79649997	79650177	0
chr16	79651957	79652257	0
chr16	79652497	79652766	0
chr16	79652617	79652937	0
chr16	86005846	86006266	0
chr16	86013393	86013588	0
chr16	86014306	86014586	0
chr16	86016213	86016450	1
chr16	86017426	86017706	0
chr16	86019052	86019187	0
chr16	86019446	86019766	0
chr17	25856325	25856569	1
chr17	26124774	26125046	0
chr17	32567599	32567819	0
chr17	32579679	32579979	0
chr17	32581799	32582028	0
chr17	32582679	32582999	0
chr17	32582679	32583519	0
chr17	32583499	32583999	0
chr17	32591919	32591999	0
chr17	32592799	32593019	0
chr17	32612599	32613299	0
chr17	32616999	32617379	0
chr17	34842342	34842544	1
chr17	34848768	34848904	0
chr17	34850584	34850824	0
chr17	34862119	34863019	0
chr17	34866779	34866939	0
chr17	34866850	34866960	0
chr17	34866939	34867559	0
chr17	34867179	34868019	0
chr17	34869084	34869263	0
chr17	34869123	34869383	0
chr17	34900665	34900870	1
chr17	34950930	34951262	0
chr17	34951110	34951350	0
chr17	37910100	37910383	1
chr17	37912306	37912543	1
chr17	37921353	37921753	0
chr17	37922013	37923053	0
chr17	37927893	37928513	0
chr17	37929672	37929853	1
chr17	37937881	37938173	0
chr17	37969973	37970233	1
chr17	37976429	37976517	0
chr17	38020033	38020293	0
chr17	38020393	38020595	1
chr17	38024313	38024793	0
chr17	38028485	38028679	0
chr17	38028616	38028761	0
chr17	38029053	38029233	1
chr17	38045573	38045802	0
chr17	38049233	38049493	0
chr17	38051116	38051493	0
chr17	38061293	38061573	0
chr17	38061293	38061833	0
chr17	38066253	38066453	0
chr17	38068005	38068093	0
chr17	38072213	38072572	0
chr17	38073813	38074053	0
chr17	38080733	38080933	0
chr17	38082493	38082856	0
chr17	38082787	38083015	1
chr17	38243744	38243917	0
chr17	38246073	38246293	0
chr17	38248293	38248635	0
chr17	38252600	38252733	0
chr17	38252933	38254007	1
chr17	38762832	38763232	0
chr17	38763032	38763272	0
chr17	38763165	38763392	0
chr17	38771610	38771892	1
chr17	38775092	38775252	0
chr17	38775277	38775492	0
chr17	38775452	38775624	0
chr17	38780952	38781186	0
chr17	38781012	38781372	0
chr17	38781649	38781872	0
chr17	38781932	38782169	0
chr17	40492698	40493138	0
chr17	40495378	40495576	0
chr17	40497758	40497958	0
chr17	40501998	40502244	0
chr17	40507818	40508018	0
chr17	40518299	40518443	0
chr17	40519718	40520098	0
chr17	40525093	40525158	0
chr17	40526258	40526412	0
chr17	40530471	40530835	0
chr17	40533965	40534158	0
chr17	40543798	40544018	0
chr17	43572738	43572926	0
chr17	43574889	43575046	0
chr17	43654346	43654566	0
chr17	43654410	43654686	0
chr17	43663186	43663346	1
chr17	43664207	43664308	0
chr17	43665688	43665826	1
chr17	43667186	43667406	1
chr17	43667763	43667818	0
chr17	43669806	43669970	1
chr17	43670166	43670406	0
chr17	43671002	43671119	0
chr17	43673786	43673986	0
chr17	43675403	43675525	0
chr17	43679116	43679253	0
chr17	43683626	43683651	0
chr17	43683766	43683912	0
chr17	43685798	43685924	0
chr17	43687427	43687646	0
chr17	43688362	43688426	0
chr17	43691366	43691487	0
chr17	43692892	43693024	0
chr17	43705514	43705706	0
chr17	43711426	43711646	0
chr17	43712315	43712398	0
chr17	43713729	43713966	0
chr17	43714684	43714862	0
chr17	43714844	43714936	0
chr17	43714926	43715326	0
chr17	43716746	43716906	0
chr17	43718920	43719150	0
chr17	43724026	43724306	0
chr17	43725106	43725366	0
chr17	43725646	43725946	0
chr17	43726586	43726846	0
chr17	43727006	43727506	0
chr17	43728033	43728265	0
chr17	43731798	43732069	0
chr17	43734098	43734426	0
chr17	43735246	43735446	0
chr17	43742386	43742646	0
chr17	43744909	43745046	0
chr17	43748326	43748526	0
chr17	43752466	43752673	0
chr17	43753401	43753482	0
chr17	43754046	43754226	0
chr17	43754166	43754346	0
chr17	43756866	43757106	0
chr17	43757826	43758036	0
chr17	43759546	43759766	0
chr17	43761846	43762066	0
chr17	43761926	43762206	0
chr17	43765079	43765286	0
chr17	43765266	43765626	0
chr17	43765785	43766006	0
chr17	43766146	43766426	0
chr17	43768326	43768586	0
chr17	43770886	43771126	0
chr17	43773906	43774086	0
chr17	43775412	43775525	0
chr17	43777586	43777886	0
chr17	43777996	43778266	0
chr17	43778166	43778346	0
chr17	43780885	43781016	0
chr17	43781266	43781506	0
chr17	43781746	43781946	0
chr17	43785858	43786046	0
chr17	43787126	43787426	0
chr17	43787326	43787569	0
chr17	43788546	43788725	0
chr17	43789657	43789836	0
chr17	43789989	43790112	0
chr17	43791294	43791506	0
chr17	43792386	43792866	0
chr17	43792386	43793206	0
chr17	43793306	43793646	0
chr17	43793646	43793997	0
chr17	43794226	43794486	0
chr17	43794746	43794906	0
chr17	43795106	43795266	0
chr17	43796266	43796466	0
chr17	43797166	43797386	0
chr17	43798366	43798666	0
chr17	43799658	43799831	0
chr17	43801075	43801220	0
chr17	43801466	43801686	0
chr17	43802366	43802726	0
chr17	43802726	43802966	0
chr17	43803726	43804186	0
chr17	43804406	43804646	0
chr17	43805926	43806306	0
chr17	43806307	43806486	0
chr17	43806706	43807666	0
chr17	43806784	43806986	0
chr17	43807926	43808106	0
chr17	43808106	43808766	0
chr17	43808146	43808346	0
chr17	43808666	43809312	0
chr17	43810066	43810806	0
chr17	43810566	43810786	0
chr17	43810886	43811146	0
chr17	43811646	43812024	0
chr17	43812060	43812240	0
chr17	43812226	43812578	0
chr17	43812846	43813009	0
chr17	43812846	43813366	0
chr17	43817266	43817646	0
chr17	43817985	43818185	1
chr17	43819246	43820006	0
chr17	43819403	43819516	0
chr17	43822548	43822806	0
chr17	43823006	43823308	0
chr17	43823186	43823606	0
chr17	43825383	43825527	0
chr17	43826277	43826426	0
chr17	43828926	43829146	0
chr17	43832686	43832926	0
chr17	43834066	43834261	0
chr17	43834940	43835047	1
chr17	43835746	43835986	0
chr17	43837206	43837391	0
chr17	43847306	43847470	0
chr17	43848133	43848206	0
chr17	43848366	43848569	0
chr17	43848710	43849066	0
chr17	43848886	43849248	0
chr17	43852626	43852846	0
chr17	43852965	43853166	0
chr17	43853666	43854201	0
chr17	43854346	43854566	0
chr17	43856777	43857032	0
chr17	43858386	43858546	0
chr17	43860946	43861295	1
chr17	43893159	43893358	0
chr17	43894428	43894635	0
chr17	43895466	43895666	0
chr17	43896126	43896346	0
chr17	43897003	43897266	0
chr17	43900641	43900806	1
chr17	43901086	43901250	1
chr17	43902326	43902595	0
chr17	43903264	43903512	0
chr17	43903800	43903924	0
chr17	43904528	43904583	0
chr17	43908846	43909046	0
chr17	43911497	43911656	0
chr17	43912485	43912654	0
chr17	43913517	43913666	0
chr17	43914646	43914846	0
chr17	43916366	43916566	0
chr17	43916686	43916866	0
chr17	43917041	43917203	0
chr17	43917666	43917986	0
chr17	43917988	43918246	0
chr17	43918646	43918926	0
chr17	43918886	43919106	0
chr17	43919046	43919334	0
chr17	43919274	43919446	0
chr17	43922651	43922954	0
chr17	43923626	43923746	0
chr17	43923866	43924186	0
chr17	43925517	43925788	0
chr17	43925882	43926025	0
chr17	43926047	43926117	0
chr17	43928692	43929386	0
chr17	43929916	43930018	0
chr17	43930146	43930312	1
chr17	43931646	43931883	0
chr17	43933388	43933586	0
chr17	43936906	43937146	0
chr17	43938530	43938786	0
chr17	43938686	43938926	0
chr17	43939566	43939767	0
chr17	43941286	43941505	0
chr17	43941686	43941760	0
chr17	43941746	43941926	0
chr17	43945746	43945946	0
chr17	43947446	43947659	0
chr17	43948067	43948213	0
chr17	43949149	43949346	0
chr17	43949286	43949546	0
chr17	43951126	43951308	1
chr17	43951606	43951826	1
chr17	43953986	43954186	0
chr17	43955319	43955510	0
chr17	43960446	43960846	0
chr17	43961006	43961246	0
chr17	43963886	43964226	0
chr17	43965526	43965646	0
chr17	43967063	43967220	0
chr17	43971026	43971306	1
chr17	43971386	43971464	0
chr17	43971606	43971866	1
chr17	43971850	43972021	0
chr17	43972131	43972386	0
chr17	43972455	43972646	0
chr17	43972506	43972775	0
chr17	43972971	43973253	1
chr17	43973246	43973486	0
chr17	43973426	43973688	0
chr17	43973710	43974106	0
chr17	43974186	43974546	1
chr17	43974786	43975106	0
chr17	43975126	43975285	0
chr17	43975343	43975544	0
chr17	43976528	43976742	0
chr17	43976866	43977186	0
chr17	43977526	43977786	0
chr17	43977986	43978285	0
chr17	43978486	43978706	0
chr17	43979826	43980126	0
chr17	43980248	43980586	0
chr17	43980499	43980686	0
chr17	43981816	43981966	0
chr17	43983246	43983466	0
chr17	43983686	43983898	0
chr17	43983726	43984286	0
chr17	43984386	43984586	0
chr17	43984706	43984886	0
chr17	43984806	43985146	0
chr17	43985046	43985346	0
chr17	43985326	43985866	0
chr17	43985364	43985615	0
chr17	43986372	43986839	0
chr17	43987708	43987787	0
chr17	43988122	43988366	0
chr17	43988536	43988782	0
chr17	43989546	43989726	0
chr17	43989785	43989977	0
chr17	43990006	43990086	0
chr17	43990826	43991046	0
chr17	43991426	43991586	0
chr17	43991506	43991726	0
chr17	43991726	43992004	0
chr17	43992373	43992521	0
chr17	43994423	43994566	0
chr17	43994566	43994746	0
chr17	43995826	43996006	0
chr17	43998564	43998928	0
chr17	44000168	44000698	0
chr17	44000886	44001066	0
chr17	44000926	44001266	0
chr17	44001372	44001546	0
chr17	44001966	44002226	0
chr17	44005406	44005558	0
chr17	44006826	44007006	0
chr17	44009957	44010086	0
chr17	44010446	44010646	0
chr17	44011438	44011565	0
chr17	44012646	44012926	0
chr17	44013307	44013526	0
chr17	44014046	44014266	0
chr17	44015606	44015711	0
chr17	44015746	44015966	0
chr17	44016786	44017306	0
chr17	44018284	44018446	0
chr17	44019663	44019849	0
chr17	44020188	44020366	0
chr17	44020306	44020451	0
chr17	44021206	44021305	0
chr17	44021306	44021806	0
chr17	44021386	44021606	0
chr17	44021946	44022366	0
chr17	44024500	44024650	0
chr17	44025006	44025140	0
chr17	44025637	44025761	0
chr17	44025866	44026052	0
chr17	44026229	44026466	0
chr17	44026504	44026687	1
chr17	44027106	44027346	0
chr17	44027546	44027926	0
chr17	44027786	44027986	0
chr17	44028266	44028486	0
chr17	44028416	44028546	0
chr17	44029367	44029606	0
chr17	44032396	44032546	0
chr17	44032706	44033006	0
chr17	44036659	44036786	0
chr17	44036726	44036943	0
chr17	44037226	44037686	0
chr17	44038285	44038546	0
chr17	44039508	44039558	0
chr17	44039636	44039726	0
chr17	44040806	44041146	0
chr17	44043166	44043526	0
chr17	44043326	44043526	0
chr17	44043706	44043926	0
chr17	44044026	44044266	0
chr17	44044309	44044587	0
chr17	44044886	44044966	0
chr17	44048406	44048526	0
chr17	44049109	44049306	0
chr17	44049286	44049479	0
chr17	44049810	44049868	0
chr17	44050646	44051066	0
chr17	44051406	44051606	0
chr17	44051946	44052166	0
chr17	44052220	44052466	0
chr17	44052726	44052929	0
chr17	44053006	44053266	0
chr17	44054306	44054606	0
chr17	44054582	44054768	0
chr17	44055366	44055666	0
chr17	44056397	44056539	0
chr17	44056678	44056905	0
chr17	44061526	44061706	0
chr17	44061846	44062015	0
chr17	44063006	44063192	0
chr17	44063326	44063566	0
chr17	44065826	44066046	0
chr17	44066235	44066321	0
chr17	44067442	44067538	0
chr17	44069046	44069205	0
chr17	44069692	44069866	0
chr17	44071290	44071490	0
chr17	44071474	44071681	0
